trail_id,name,lat,lon
533117,Mattmark Bike,46.094112,7.957832
85395,Gommer Höhenweg: Oberwald - Münster,46.530827,8.342766
15205,Rundwanderung Hockuchriz,46.411285,7.774283
120664,"Wanderung von der Fiescheralp zur Riederalp via ""Herrenweg"" und ""Aletschpromenade""",46.413197,8.103081
82151,Ravensburger Spieleweg: Zwergen-Route,46.195938,7.839117
16437,Uisters Tal,46.43475,7.86193
120682,Wanderung von der Riederalp über den Moränenweg zum Bettmerhorn,46.378223,8.033093
50518,Bike-Tour Täsch-Täschhütte (Nr. 25),46.067699,7.775395
1000693,Jeizibärg Bike,46.326389,7.72274
112856,Erlebnispfad Reckingen-Gluringen,46.468174,8.245411
911350,Breithorn,45.937401,7.729476
946953,Chemin des poussettes,46.175076,6.870345
164029,Zum Schranni,46.428589,8.161551
984901,Von Mund nach Birgisch und Naters,46.314644,7.941581
595633,Chemin d'Ossona,46.207291,7.427574
16050,Lötschenlücke,46.547958,7.98645
525021,Winter Mattmarktour,46.094296,7.957546
167092,Wanderung ins Vallon de Réchy zum Lac du Louché,46.229351,7.529486
315039,Châteaux de Sion und Umgebung,46.22681,7.358632
50737,Klettersteig Schweifinen - Route C,46.023659,7.748089
201802,Auf der historischen Strasse von Naters auf die Belalp,46.325485,7.988921
289404,Grimentz - Mottec n°4,46.178589,7.576314
203264,Sentier viticole / Rebweg,46.309116,7.577722
92277,Klettersteig Moiry,46.139652,7.570085
130939,Alpenblumenpromenade,46.138615,7.964031
185337,Bellwald: Mutti-Rundweg,46.430592,8.155387
911348,Schwarztor,45.938404,7.729368
80834,Tour du Haut Lac,46.386456,6.852059
132649,Schneeschuhtrail Rothwald,46.279263,8.038005
167081,Tour du Val d'Anniviers: Vallon de Réchy - Bergsee Le Louché (Etappe 5),46.229351,7.529487
150443,Rondom Zermatt,46.066875,7.775071
489960,Fleschen Trail,46.428986,8.163531
132604,Talweg Ganter,46.2939,8.023125
175654,Tour de la falaise de St-Maurice,46.215843,7.002369
586711,Vitaparcours Moubra,46.303768,7.480458
946942,Champéry - Progrès - Sous Sex - Champéry,46.17477,6.870268
1032845,Jardin d'escalade des Crêts / Grimentz,46.180252,7.557737
132663,Rothwald: Rundweg «Über d Egge»,46.282944,8.037392
758867,Hannig Trail,46.115143,7.916396
50362,White Magic Trail (Nr. 143),45.991238,7.710549
272191,Schneeschuh-Trail St-Jean - Mayoux,46.197269,7.583667
358839,5 Seen Tour Lötschental,46.43441,7.862295
14227,Kreuzweg Tenn Rundgang,46.401169,7.777458
538917,Champex to Trient via Fenêtre d’Arpette,46.030582,7.115404
896068,Mattmark Memorial 1965 Halbmarathon-Trail,46.154385,7.92807
161199,Aminona-Aprili Trail,46.332069,7.523538
389983,Gruben to St Niklaus,46.210976,7.706002
120786,"Rundwanderung von Fiesch über Bellwald, Niederwald und Ernen nach Fiesch",46.404545,8.136045
91011,Simplon – Mythische Alpenpässe,46.31913,7.988119
63236,Route Nendaz – Nendaz,46.180218,7.291054
984906,Von Mund zur Kapelle Gstein,46.31464,7.941576
14259,Lauchernalp - Blatten,46.411243,7.774164
317883,Hängebrücke Kittbrücke,46.505077,8.308755
535369,Trient to Tré-le-Champ via Col de Balme,46.056595,6.994056
50567,Täschalp-Tufteren (Nr. 48),46.058228,7.811216
343636,Bisse de Vercorin - Rückkehr bei den Mayens de Réchy,46.255955,7.529572
519122,Lehrpfad Charlotte la Marmotte,46.030659,7.114955
447835,Skitour auf das Galehorn (2797 m.ü.M.),46.223976,8.018337
1020692,ZIN - WEX - Geologische wandeling in Moiry,46.138363,7.57432
974667,Vom Hotel Belalp zum Hohbiel,46.380737,7.991149
130891,Glacier Trail,46.068508,7.915598
50218,Bahnweg Täsch-Zermatt (Nr. 50),46.067677,7.77527
383161,Dorfrundfahrt Saas-Fee,46.107441,7.925258
183141,Bisse du Sillonin (Sillonin-Suone),46.290916,7.439428
85374,Biketour Gämschfax,46.531616,8.342936
862984,Vitaparcours Saas-Fee,46.117123,7.931241
946944,02. Champoussin - U Yeü Tsalé - Les Bochasses,46.206326,6.866885
130878,Sonnenweg Hannig im Winter,46.115017,7.916481
189740,Kulturweg Dala,46.379745,7.627597
52266,Weg der Stille (Nr. 24),45.983242,7.782375
120742,Alpine Wanderung UNESCO-Höhenweg vom Bettmerhorn zum Eggishorn,46.410599,8.076719
120751,Rundwanderung um den Bettmersee,46.386448,8.057742
16365,TorTour,46.420639,7.819245
16046,Hockenhorn - Gitzifurggu - Leukerbad,46.425694,7.75804
310001,Grächen Loop,46.196426,7.839712
908548,Roggen-Dorf Erschmatt - Chalberweid - Erschmatt,46.321888,7.689421
405271,Winterwanderung Rundweg Bettmeralp - Lischa,46.386292,8.057667
343559,La Lé,46.229324,7.529485
2548,Top - Flyer Route / Flyer Tour,46.401855,7.778164
343637,Ar du Tsan,46.229328,7.529485
195115,Von Visperterminen durch das Nanztal auf den Simplonpass,46.255535,7.923748
175725,Boucle découverte de Crans-Montana,46.31229,7.48022
50166,Zermatt-Ried (Nr. 107),46.023636,7.748072
15155,Fafleralp - Blatten,46.434715,7.861962
120675,"Winterwanderung am Wysswasser – Fiesch, Fieschertal und zurück",46.404655,8.136271
210503,Walk to Zmutt & Furi,46.01593,7.742583
283338,Vercorin: Rando Parc / Santa Maria,46.253563,7.53553
51022,Tour Matterhorn,46.100094,7.781609
85365,Auf zum Brudelhorn,46.491276,8.281494
389061,Le Châble to Cabane du Mont Fort,46.081329,7.21268
368317,Familienwanderung von Ulrichen nach Reckingen,46.505131,8.308809
170055,Mit dem Fahrrad über den Simplonpass,46.31889,7.988196
120640,Wanderung von Mörel-Filet über Zen Achru nach Termen,46.356346,8.047089
946948,06. Frâchette - Croix de l'Aiguille,46.206497,6.873304
147759,Rundtour von Zermatt über Höhbalmen,46.024334,7.748577
50229,5-Seenweg (Nr. 11),46.01688,7.786405
823005,Bodma Winterwanderweg,46.258156,7.902781
389062,Alternative Day La Sage to Cabane de Moiry,46.099468,7.51426
91224,Grosser Sankt Bernhard – Mythische Alpenpässe,46.087822,7.05527
164043,Stalenkapelle Trail,46.462933,8.233899
65671,Breithorn Besteigung,45.937485,7.729533
203285,Weinweg: Sion – Venthône (Etappe 3),46.241062,7.360485
64249,Bisse du Tsittoret,46.312386,7.480312
698711,Fafleralp Biketour,46.363541,7.757276
85929,Emosson - Staudamm Trophy,46.088295,7.055027
82153,Ravensburger Spieleweg: Prinzen-Route,46.196568,7.839825
50688,Wisshornweg (Nr. 32),46.02364,7.748074
120698,Von der Bettmeralp nach Fiesch,46.390114,8.062161
239012,"Le Trubelstock 2997,8 m.",46.334641,7.536895
405191,Wanderung vom Eggishorn über die Elselicka auf die Fiescheralp,46.427299,8.093164
132701,Kulturweg Landmauer Gamsen,46.318886,7.988297
405170,"Wanderung von der Riederalp über Oberried, Ried-Mörel nach Mörel-Filet",46.376167,8.026136
170849,Schneeschuhtrail Holzji-Trail,46.358799,7.983921
610038,Trail der Patrouilleure 15k,46.311623,7.480387
120670,Wanderung von Fiesch via Martisberg und Goppisberg nach Mörel-Filet,46.403343,8.133488
85344,Kulturweg in Geschinen,46.495472,8.280025
185338,Bellwald: Fleschen-Rundweg,46.428955,8.163457
258053,Veros Schatzsuche: Belalp-Holzji-Blatten bei Naters,46.371822,7.974478
100362,Bij de Grand Combin,46.0322,7.308573
210496,"Walk to Hotel Weisshorn, from St. Luc",46.229385,7.609927
190776,Bike-Tour Hohtälli (Nr. 27),45.983105,7.782141
167099,Rundweg am Bergsturz der Diablerets,46.279804,7.214799
86826,Moiry - Staudamm Trophy,46.279045,7.54066
937233,Croix de Culet - La Pisa - Champéry,46.175152,6.845198
16368,SunTour,46.401558,7.777637
123744,Trient to Tré-le-Champ (Argentière) via Le Tour,46.054298,6.993641
112360,Saas-Fee - Täler & Musts,46.293232,7.881369
503082,Schlittelweg Fiescheralp - Laxerwald - Lax,46.412849,8.103509
92757,Europaweg,46.196045,7.83921
85937,Mauvoisin - Staudamm Trophy,46.081139,7.212966
1053397,360° Loop am Gornergrat,45.983288,7.782285
5113,Wolfstritt,46.369022,7.648802
130938,Almageller Höhenweg,46.138603,7.96402
163519,Cry d'Er - Crans,46.335426,7.47831
519111,Tour des Combins,45.954391,7.21019
541501,Pont Bouthanais - Susten,46.311749,7.64334
1053395,Weg der Stille vom Gornergrat bis zur Riffelalp,45.983288,7.782285
996867,"Rote Piste ""MYET"" / Rando-Parc Morgins",46.236629,6.85671
577845,De Chalais aux chalets ... en passant par LE VALLON,46.227711,7.529739
16052,Ferdenrothorn,46.39423,7.75965
190936,Chemin des villages d’Evolène,46.108528,7.500412
946950,16. Val-d'Illiez - Champoussin,46.204292,6.892654
1002536,Von Geimen übers Nessel zur Belalp,46.343006,7.984162
130942,Suonenweg Saas-Almagell - Saas-Grund,46.092167,7.958116
761114,Jazzilücke-Trail,46.094482,7.956051
130883,Carl Zuckmayer Weg,46.114468,7.930879
14328,Hollandiahütte SAC,46.420067,7.820046
308358,Grimsel Bike,46.561752,8.338066
164687,Bike-Tour 4-Seen (Nr. 29),46.016941,7.786748
850680,Trail Running (Simplon Dorf - Gondo - Bognanco),46.195648,8.0564
85385,Rundwanderung von Grimselpass - Sidelhorn via Jostsee,46.56176,8.33808
937236,La Frâche - Lac d'Antème - La Frâche,46.179493,6.891185
120696,"Grosse Drei-Seen-Wanderung: Bettmersee, Blausee, Märjelensee",46.386322,8.057643
143527,Stoneman Glaciara,46.428421,8.164132
1022765,Trotti-Bike Abfahrt von der Belalp nach Blatten,46.371662,7.974837
14246,Im Tellin,46.419445,7.81909
200424,Rundwanderung über die Aspi-Titter Hängebrücke und Goms Bridge,46.403362,8.134449
946956,10. Grand-Paradis - La Lui,46.16317,6.861
1023772,Spaziergang Grindji,46.313366,7.990949
82707,Wallis Velo Tour: St-Luc Anniviers - Veysonnaz (Etappe 6),46.221287,7.595598
50512,Randa-Kinhütte (Nr. 67),46.099834,7.781673
7335,Champéry - Seen von Antème,46.175106,6.870403
519106,Tour du Saint-Bernard,45.951241,7.207918
156801,Via Francigena: St. Maurice - Martigny,46.219471,7.004037
82150,Ravensburger Spieleweg: Prinzessinnen-Route,46.195602,7.83905
368318,ViaRhôna : Saint-Gingolph / Thonon / Evian,46.394157,6.805285
682757,E-bike : Escape,46.31266,7.480224
85363,Über den Galebrunne,46.462811,8.233973
120684,Rundwanderung von Mörel-Filet zur Tunetschalp und zurück,46.356304,8.047014
130876,Waldweg Bodmen,46.108818,7.92924
16043,Sackhorn,46.425591,7.75808
130905,Saas-Balen - Heimischgarte,46.153336,7.928395
545817,ViaStockalper - Stockalperweg (Brig - Domodossola),46.319054,7.988643
220165,Bisse de Tsittoret,46.321266,7.492993
428068,Tour du Val d'Anniviers - Road Bike,46.255928,7.529391
8474,Lötschentaler Sagenweg,46.41124,7.774115
82101,Stafel-Panoramarundweg: Hannigalp Bergstation – Härdera – Stafel – Hannigalp Bergstation,46.206738,7.867911
1000713,Moosalp Panoramaweg,46.251423,7.829434
944888,Winter Wonder Trail (Nr. 146),46.00185,7.750893
51024,Zermatt-Zmutt (Nr. 121),46.015999,7.742586
164058,Rundweg Chastebiel,46.444614,8.20488
178477,Sentier de Salanfe,46.140545,6.992834
7750,Panoramaweg über den Aletschgletscher,46.393154,8.062355
586320,Hochebene von Vérossaz,46.216785,7.002698
82704,Wallis Velo Tour: Verbier - Champéry (Etappe 8),46.096176,7.22853
1049481,Riffelberg-Trail (F3),45.992882,7.754534
120765,Nordic Walking Rundweg Waldpromenade – Bettmeralp,46.39109,8.067368
120654,Winterwanderweg Moosfluh - Chüestall - Riederalp,46.39595,8.048288
190765,Les Etangs des Briesses,46.293926,7.468212
264887,Schneeschuhwanderung von La Forclaz zu den Mayens de Bréona,46.086178,7.518512
911349,Dufourspitze,45.956802,7.814545
167055,Von Savoleyres zum Bergsee Lac des Vaux,46.12262,7.219714
1022710,Champéry - Chemin des Poussettes,46.174942,6.871375
834888,Furggu,46.195595,8.055384
561695,ZIN-DW - Tignousa - Chandolin,46.229126,7.609835
