ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness
925523,Tour du Lac de Joux,2 - medium,Hiking,22.17,08:00,93,1004, 1093,0,4
203848,Velotour St-Cergue,1 - easy,Cycling,12.16,02:00,293,1041, 1334,0,2
444714,Tour d’aï,3 - difficult,Hiking,5.83,01:53,621,1893, 2318,3,4
63372,Au sommet du Jura suisse,2 - medium,Hiking,16.15,08:00,683,743, 1679,2,4
925522,Auf den Gipfel Dent de Vaulion,2 - medium,Hiking,10.65,04:00,475,1007, 1483,0,4
864941,GFW 47 - Einsame Jurawälder,2 - medium,Hiking,13.51,03:50,390,1045, 1380,0,4
925521,Der Weg der Simeons-Tanne,1 - easy,Thematic route,1.72,02:00,47,1318, 1365,0,2
1025047,"""LEY-DW-2-daagse Maxis""",0 - no rating,Hiking,7.37,02:40,387,870, 1388,0,0
1002850,Sainte-Croix – Le Chasseron – Sainte-Croix,2 - medium,Mountainbike,14.6,02:00,571,1085, 1599,3,3
511168,Zum Dach Europas 1. Tag,0 - no rating,Cycling,44.95,03:11,260,373, 457,0,0
546943,Via Francigena: Variante ohne Yvorne,1 - easy,Pilgrimage,2.53,00:38,25,392, 417,0,1
104936,Winter: VM Lavanchy,0 - no rating,Winter hiking,2.74,00:58,161,1349, 1506,0,0
104938,Winter: VM Feydey,0 - no rating,Winter hiking,2.74,00:59,219,1288, 1452,0,0
104934,"Winter: NM Le Suchet, Leysin Down-under",0 - no rating,Winter hiking,2.98,00:57,113,1137, 1289,0,0
104939,Winter: NM Les Fers,0 - no rating,Winter hiking,6.75,02:26,305,1370, 1675,0,0
104927,"""Winter VM Nid dAigle""",0 - no rating,Winter hiking,5.45,01:30,61,1219, 1372,0,0
104937,Winter: NM Le Témeley,0 - no rating,Winter hiking,5.14,01:44,274,1385, 1706,0,0
104933,Winter dorpsverkenning Leysin,0 - no rating,Winter hiking,4.06,01:07,67,1254, 1386,0,0
104943,Winter: NM Prafandaz,0 - no rating,Winter hiking,8.26,02:39,325,1219, 1587,0,0
511195,01. Radltag: Lausanne - Nyon,0 - no rating,Cycling,46.91,03:12,206,373, 530,0,0
1025048,"""LEY-DW-2-daagse Teenys en Ados La Forclaz""",0 - no rating,Hiking,17.91,06:10,954,804, 1739,0,0
925535,Waldameisen-Pfad,1 - easy,Thematic route,0.91,02:00,14,1434, 1453,0,2
104931,Winter: VM Crettaz,1 - easy,Winter hiking,5.11,01:26,161,1227, 1388,0,2
104928,Winter NM Les Rouvennes,0 - no rating,Winter hiking,5.73,01:55,212,1038, 1389,0,0
104941,Winter: NM Solacyre,0 - no rating,Snowshoe,8.11,03:24,446,1371, 1832,0,0
114336,Tête aux Chamois - Col du Pillon,3 - difficult,Via ferrata,3.82,05:00,1044,1555, 2520,0,4
