ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness,region,trail_id,name,lat,lon
812810,Wandererlebnis mit dem Bus - Reigoldswil - Bubendorf,0 - no rating,Hiking,11.8,03:20,248,372,691.0,0,0,basel-region,812810,Wandererlebnis mit dem Bus - Reigoldswil - Bubendorf,47.397434,7.691981
357294,Kunst und Unterhaltung (Ausflug in die Vergangenheit),1 - easy,Hiking,2.6,00:40,29,266,296.0,0,1,basel-region,357294,Kunst und Unterhaltung (Ausflug in die Vergangenheit),47.533871,7.721352
133029,Huppergruben,1 - easy,Hiking,6.54,02:00,267,334,546.0,2,2,basel-region,133029,Huppergruben,47.475937,7.744675
133023,Reinach - Leywald - Aesch,1 - easy,Hiking,4.5,01:15,72,307,364.0,1,2,basel-region,133023,Reinach - Leywald - Aesch,47.485935,7.591651
812809,Wandererlebnis mit dem Bus - Reigoldswil - Büren,0 - no rating,Hiking,11.44,03:25,367,439,692.0,0,0,basel-region,812809,Wandererlebnis mit dem Bus - Reigoldswil - Büren,47.397419,7.691977
377001,Tafeljura-Tour,0 - no rating,Cycling,33.4,02:56,716,398,739.0,0,0,basel-region,377001,Tafeljura-Tour,47.405811,7.870993
543657,Interregio-Wanderweg Etappe 6: Liestal – Aesch,1 - easy,Hiking,16.66,05:00,675,294,709.0,2,2,basel-region,543657,Interregio-Wanderweg Etappe 6: Liestal – Aesch,47.484283,7.732071
613197,BLKB-Wanderung Viadukt Rümlingen - Ruine Homburg,0 - no rating,Hiking,6.68,02:05,246,472,655.0,0,0,basel-region,613197,BLKB-Wanderung Viadukt Rümlingen - Ruine Homburg,47.425438,7.850749
71375,Route Wasserfallen – Wasserfallen,2 - medium,Hiking,6.6,02:17,325,928,1186.0,3,3,basel-region,71375,Route Wasserfallen – Wasserfallen,47.373608,7.700193
350190,Rundwanderung Wasserfallen 470,2 - medium,Hiking,9.86,03:15,426,924,1201.0,0,3,basel-region,350190,Rundwanderung Wasserfallen 470,47.373634,7.700252
130959,Herrliche Velotour durch die Baselbieter Reben,3 - difficult,Cycling,67.5,04:15,956,273,642.0,3,5,basel-region,130959,Herrliche Velotour durch die Baselbieter Reben,47.520229,7.712147
749250,Rebenweg Ziefen,1 - easy,Hiking,2.97,00:50,97,421,517.0,0,2,basel-region,749250,Rebenweg Ziefen,47.431274,7.706344
371236,Schauenburger-Tour,2 - medium,Mountainbike,22.31,02:30,505,305,713.0,3,3,basel-region,371236,Schauenburger-Tour,47.501839,7.719425
610987,BLKB-Rundwanderung Aesch - Ruine Pfeffingen - Blattenpass - Klus - Aesch,0 - no rating,Hiking,13.05,03:52,418,312,606.0,0,0,basel-region,610987,BLKB-Rundwanderung Aesch - Ruine Pfeffingen - Blattenpass - Klus - Aesch,47.469048,7.597038
670386,Erlebnispfad wisenbergwärts,0 - no rating,Thematic route,11.74,03:50,556,446,1000.0,0,0,basel-region,670386,Erlebnispfad wisenbergwärts,47.438915,7.851404
357309,"Läufelfingen, Neu-Homburg",1 - easy,Hiking,6.59,02:00,292,542,800.0,1,2,basel-region,357309,"Läufelfingen, Neu-Homburg",47.392353,7.856351
357316,Diegtertal - Witwald,3 - difficult,Hiking,5.45,03:00,312,492,787.0,5,3,basel-region,357316,Diegtertal - Witwald,47.404793,7.809487
133038,Königstour: Vom Jura ins Mittelland und zurück,2 - medium,Cycling,41.22,03:30,1055,391,991.0,2,4,basel-region,133038,Königstour: Vom Jura ins Mittelland und zurück,47.405792,7.870966
201330,Froburg,3 - difficult,Hiking,7.2,02:18,301,569,833.0,4,5,basel-region,201330,Froburg,47.379066,7.871974
153939,Von der Ermitage zum Gempenturm,1 - easy,Hiking,11.58,03:35,432,293,759.0,1,2,basel-region,153939,Von der Ermitage zum Gempenturm,47.49474,7.619062
371242,Gempen-Nordtrail-Tour,2 - medium,Mountainbike,30.23,03:13,554,271,759.0,2,3,basel-region,371242,Gempen-Nordtrail-Tour,47.513725,7.618182
126148,Von Pratteln zur Ermitage Arlesheim,2 - medium,Hiking,12.18,03:30,400,289,663.0,3,2,basel-region,126148,Von Pratteln zur Ermitage Arlesheim,47.52253,7.691112
357319,Ermitage,1 - easy,Hiking,5.08,01:30,252,335,556.0,1,2,basel-region,357319,Ermitage,47.492214,7.620746
320783,Wasserfallen Rundwanderweg 470,3 - difficult,Hiking,9.96,03:00,432,924,1201.0,5,4,basel-region,320783,Wasserfallen Rundwanderweg 470,47.373569,7.700172
132992,Giessenfall & Wisenbergturm,2 - medium,Hiking,12.01,03:30,580,438,1001.0,2,4,basel-region,132992,Giessenfall & Wisenbergturm,47.439072,7.851218
133041,Ermitage & Gempenturm,2 - medium,Hiking,14.9,04:15,540,310,760.0,2,4,basel-region,133041,Ermitage & Gempenturm,47.494602,7.618715
548332,469 Wildenstein - Ryfenstein,3 - difficult,Hiking,16.9,04:50,439,318,691.0,0,5,basel-region,548332,469 Wildenstein - Ryfenstein,47.484844,7.729528
610986,BLKB-Wanderung Langenbruck - Hintere Egg- Wasserfallen,0 - no rating,Hiking,9.09,03:07,557,722,1159.0,0,0,basel-region,610986,BLKB-Wanderung Langenbruck - Hintere Egg- Wasserfallen,47.351593,7.764064
